0.001,16,0,-1056,0
0.033,16,0,-1056,0
0.136,16,-16,-1040,0
0.240,16,0,-1040,0
0.343,16,0,-1040,0
0.447,0,0,-1040,0
0.550,0,0,-1040,0
0.654,16,0,-1040,0
0.757,0,0,-1056,0
0.861,0,0,-1040,0
0.964,0,0,-1040,0
1.068,16,0,-1040,0
1.171,16,0,-1104,0
1.275,80,-96,-1568,0
1.378,128,144,-48,0
1.482,144,64,-480,0
1.585,80,64,-672,0
1.689,-16,16,-896,0
1.792,16,16,-1264,0
1.896,54,138,-388,0
1.897,94,274,516,100
1.900,94,280,557,100
1.902,99,282,605,100
1.905,100,256,712,100
1.908,98,248,735,100
1.910,93,230,760,100
1.913,74,190,796,100
1.915,71,177,783,100
1.918,63,156,750,100
1.921,40,88,620,100
1.923,39,69,574,100
1.926,32,39,483,100
1.929,20,-12,256,100
1.931,16,-17,171,100
1.934,8,-20,40,100
1.936,-6,-14,-276,100
1.939,-14,-12,-384,100
1.942,-23,-5,-536,100
1.944,-60,-10,-914,100
1.947,-62,-9,-1024,100
1.949,-68,-16,-1190,100
1.952,-70,-34,-1564,100
1.955,-70,-46,-1668,100
1.957,-74,-66,-1814,100
1.960,-76,-130,-2040,100
1.963,-74,-156,-2040,100
1.965,-75,-197,-2040,100
1.968,-80,-306,-2040,100
1.970,-81,-331,-2040,100
1.973,-85,-374,-2040,100
1.976,-86,-476,-2040,100
1.978,-89,-494,-2040,100
1.981,-96,-515,-2040,100
1.984,-102,-526,-2040,100
1.986,-100,-521,-2040,100
1.989,-95,-503,-2040,100
1.991,-92,-440,-2040,100
1.994,-96,-415,-2040,100
1.997,-97,-379,-2040,100
1.999,-102,-284,-1996,100
2.002,-106,-258,-1924,100
2.004,-108,-219,-1816,100
2.007,-106,-138,-1546,100
2.010,-101,-116,-1462,100
2.012,-95,-88,-1345,100
2.015,-68,-14,-1068,100
2.018,-55,-6,-981,100
2.020,-38,13,-878,100
2.023,2,66,-648,100
2.025,13,89,-587,100
2.028,30,122,-499,100
2.031,74,202,-318,100
2.033,78,216,-286,100
2.036,81,395,-74,100
2.038,96,454,-196,100
2.041,150,341,-189,100
2.044,153,306,-162,100
2.046,124,290,-102,100
2.049,120,288,-134,100
2.051,118,291,-161,100
2.054,94,310,-240,100
2.057,93,319,-265,100
2.059,92,317,-309,100
2.062,98,340,-418,100
2.065,94,331,-449,100
2.067,92,325,-501,100
2.070,80,290,-628,100
2.072,74,278,-662,100
2.075,66,257,-717,100
2.078,42,210,-848,100
2.080,32,202,-886,100
2.083,23,182,-947,100
2.086,8,130,-1082,100
2.088,5,116,-1113,100
2.091,0,93,-1166,100
2.093,-14,40,-1286,100
2.096,-20,25,-1308,100
2.099,-28,-3,-1342,100
2.101,-58,-58,-1414,100
2.104,-62,-69,-1436,100
2.106,-71,-85,-1460,100
2.109,-74,-110,-1504,100
2.112,-83,-122,-1511,100
2.114,-84,-131,-1524,100
2.117,-288,-1720,-2040,100
2.119,-124,-1195,-2040,100
2.122,-25,-490,-1729,100
2.125,74,-132,-962,100
2.127,191,113,-1099,100
2.130,181,-4,-1125,100
2.133,348,338,-1072,100
2.135,155,37,-1052,100
2.138,75,129,-1015,100
2.140,-276,-206,-1108,100
2.143,-204,-35,-1120,100
2.146,-219,-118,-1180,100
2.148,-40,10,-1208,100
2.151,-46,-90,-1195,100
2.153,26,-51,-1143,100
2.156,112,-98,-1048,100
2.159,139,-56,-1019,100
2.161,139,-54,-985,100
2.164,116,-16,-942,100
2.166,85,-14,-932,100
2.169,46,-1,-925,100
2.172,-14,40,-904,100
2.174,-20,42,-922,100
2.177,-14,53,-929,100
2.180,8,58,-932,100
2.182,17,66,-938,100
2.185,30,57,-945,100
2.187,70,46,-956,100
2.190,72,34,-955,100
2.193,70,24,-963,100
2.195,64,-2,-980,100
2.198,59,-8,-987,100
2.200,44,-14,-999,100
2.203,6,-22,-1026,100
2.206,6,-23,-1036,100
2.208,5,-21,-1045,100
2.211,-4,-16,-1072,100
2.214,-3,-17,-1068,100
2.216,-8,-15,-1072,100
2.219,-16,-14,-1076,100
2.221,-20,-18,-1078,100
2.224,-19,-15,-1082,100
2.227,-30,-12,-1082,100
2.229,-35,-8,-1087,100
2.232,-56,-2,-1139,100
2.234,-88,2,-1244,100
2.237,-87,-7,-1238,100
2.240,-71,-2,-1214,100
2.242,-36,20,-1126,100
2.245,-34,39,-1096,100
2.248,-24,52,-1065,100
2.250,-6,70,-1002,100
2.253,-7,59,-1007,100
2.255,-6,44,-1014,100
2.258,-6,16,-1036,100
2.261,-8,7,-1038,100
2.263,-11,1,-1046,100
2.266,-12,-12,-1062,100
2.268,-10,-8,-1064,100
2.271,-6,-6,-1074,100
2.274,-4,0,-1074,100
2.276,0,2,-1076,100
2.279,-4,1,-1065,100
2.282,-4,-4,-1040,100
2.284,-6,-3,-1047,100
2.287,-4,-6,-1053,100
2.289,-12,-8,-1046,100
2.292,-10,-8,-1046,100
2.295,-8,-10,-1049,100
2.297,-8,-16,-1050,100
2.300,3,-10,-1049,100
2.302,20,-7,-1044,100
2.305,26,8,-1056,100
2.308,15,10,-1057,100
2.310,6,3,-1054,100
2.313,-24,-4,-1056,100
2.316,-23,-6,-1055,100
2.318,-24,-10,-1051,100
2.321,-30,-8,-1050,100
2.323,-24,-6,-1048,100
2.326,-19,-7,-1046,100
2.329,2,-8,-1036,100
2.331,2,-4,-1036,100
2.334,-1,-8,-1041,100
2.336,-8,-8,-1056,100
2.339,-9,-8,-1051,100
2.342,-9,-9,-1052,100
2.344,-12,-6,-1044,100
2.347,-8,-2,-1052,100
2.350,-9,-1,-1049,100
2.352,-6,-2,-1056,100
2.355,-8,-2,-1072,100
2.357,-6,-7,-1072,100
2.360,2,4,-1038,100
2.363,0,7,-1036,100
2.365,2,8,-1044,100
2.368,-4,0,-1056,100
2.370,-6,2,-1058,100
2.373,-2,4,-1055,100
2.376,-2,10,-1056,100
2.378,0,6,-1057,100
2.381,0,5,-1063,100
2.383,2,6,-1060,100
2.386,2,8,-1059,100
2.389,1,6,-1058,100
2.391,0,4,-1052,100
2.394,2,3,-1060,100
2.397,6,0,-1058,100
2.399,10,8,-1056,100
2.402,6,9,-1055,100
2.404,6,8,-1059,100
2.407,12,4,-1046,100
2.410,13,5,-1055,100
2.412,9,1,-1053,100
2.415,8,0,-1064,100
2.417,9,0,-1057,100
2.420,9,-5,-1056,100
2.423,2,-8,-1056,100
2.425,4,-8,-1056,100
2.428,4,-6,-1056,100
2.430,0,-6,-1052,100
2.433,-2,-5,-1053,100
2.436,-1,-5,-1060,100
2.438,4,-2,-1062,100
2.441,1,-4,-1063,100
2.444,2,-3,-1058,100
2.446,2,-4,-1052,100
2.449,0,-3,-1051,100
2.451,-1,-5,-1051,100
2.454,-2,0,-1052,100
2.457,-4,0,-1049,100
2.459,1,-2,-1052,100
2.462,0,0,-1058,100
2.465,3,0,-1055,100
2.467,2,-2,-1059,100
2.470,6,0,-1044,100
2.472,4,-5,-1046,100
2.475,14,-13,-1122,100
2.478,18,-4,-1092,100
2.480,13,-11,-1050,100
2.483,7,-5,-1050,100
2.485,-6,2,-1048,100
2.488,1,-3,-1062,100
2.491,1,-4,-1057,100
2.493,-2,-6,-1034,100
2.496,-1,-1,-1040,100
2.499,-1,2,-1052,100
2.501,-8,54,-1036,100
2.504,8,27,-1070,100
2.506,16,6,-1046,100
2.509,10,-8,-1058,100
2.512,7,-18,-1068,100
2.514,4,-22,-1054,100
2.517,4,-12,-1072,100
2.519,2,-9,-1058,100
2.522,1,-6,-1060,100
2.525,2,-8,-1064,100
2.527,4,-7,-1057,100
2.530,2,-5,-1054,100
2.533,0,-2,-1050,100
2.535,1,-1,-1048,100
2.538,4,0,-1055,100
2.540,0,-4,-1042,100
2.543,2,2,-1051,100
2.546,6,5,-1061,100
2.548,2,8,-1058,100
2.551,1,3,-1055,100
2.554,0,1,-1052,100
2.556,2,2,-1072,100
2.559,1,5,-1063,100
2.561,2,2,-1062,100
2.564,-4,4,-1064,100
2.567,0,2,-1062,100
2.569,6,1,-1063,100
2.572,2,2,-1062,100
2.574,4,0,-1056,100
2.577,3,-1,-1054,100
2.580,6,4,-1058,100
2.582,5,2,-1059,100
2.585,6,-1,-1054,100
2.588,4,-2,-1054,100
2.590,3,-4,-1054,100
2.593,3,-6,-1052,100
2.595,4,-8,-1044,100
2.598,8,-7,-1049,100
2.601,20,5,-1047,100
2.603,0,-14,-1048,100
2.606,-10,-15,-1055,100
2.609,1,-12,-1039,100
2.611,6,-56,-1024,100
2.614,19,-24,-1043,100
2.616,-6,-10,-1079,100
2.619,-6,38,-974,100
2.622,3,34,-1058,100
2.624,7,20,-1032,100
2.627,6,-56,-1092,100
2.630,10,-11,-1046,100
2.632,11,-5,-1085,100
2.635,-2,-2,-994,100
2.637,-1,-3,-1045,100
2.640,3,2,-1037,100
2.643,4,-2,-1062,100
2.645,2,-2,-1052,100
2.648,6,-2,-1060,100
2.650,10,6,-1048,100
2.653,8,2,-1048,100
2.656,4,1,-1054,100
2.658,4,4,-1062,100
2.661,3,5,-1054,100
2.664,4,2,-1056,100
2.666,-2,2,-1056,100
2.669,1,1,-1054,100
2.671,0,1,-1053,100
2.674,18,-2,-1064,100
2.677,10,-2,-1064,100
2.679,8,0,-1059,100
2.682,-2,0,-1066,100
2.684,1,1,-1059,100
2.687,5,-2,-1057,100
2.690,8,-4,-1056,100
2.692,8,-3,-1066,100
2.695,5,0,-1062,100
2.698,4,-4,-1046,100
2.700,6,-2,-1047,100
2.703,5,-3,-1046,100
2.705,6,0,-1052,100
2.708,5,-2,-1050,100
2.711,6,-3,-1050,100
2.713,4,0,-1058,100
2.716,4,-5,-1053,100
2.718,7,-4,-1051,100
2.721,6,0,-1060,100
2.724,3,-2,-1052,100
2.726,-1,-4,-1046,100
2.729,4,-2,-1060,100
2.732,3,-3,-1055,100
2.734,2,-4,-1060,100
2.737,4,-2,-1048,100
2.739,3,-3,-1052,100
2.742,3,-8,-1052,100
2.745,8,-4,-1054,100
2.747,6,-1,-1052,100
2.750,5,-2,-1048,100
2.753,2,2,-1064,100
2.755,4,0,-1065,100
2.758,6,-2,-1062,100
2.760,4,-2,-1066,100
2.763,4,-2,-1063,100
2.766,3,-2,-1061,100
2.768,6,-4,-1052,100
2.771,8,-4,-1056,100
2.773,5,-2,-1056,100
2.776,8,-2,-1052,100
2.779,8,-2,-1051,100
2.781,6,-2,-1056,100
2.784,0,2,-1058,100
2.787,4,0,-1050,100
2.789,3,-3,-1048,100
2.792,6,-2,-1056,100
2.794,5,-2,-1056,100
2.797,4,-3,-1056,100
2.800,14,0,-1052,100
2.802,13,-2,-1051,100
2.805,8,-1,-1053,100
2.807,8,4,-1048,100
2.810,6,1,-1052,100
2.813,6,2,-1057,100
2.815,4,4,-1050,100
2.818,3,3,-1060,100
2.821,0,1,-1059,100
2.823,8,2,-1058,100
2.826,5,3,-1056,100
2.828,2,1,-1050,100
2.831,0,6,-1058,100
2.834,3,3,-1058,100
2.836,3,4,-1060,100
2.839,8,4,-1052,100
2.841,4,3,-1053,100
2.844,2,2,-1054,100
2.847,2,4,-1038,100
2.849,4,1,-1047,100
2.852,3,-1,-1052,100
2.854,-4,0,-1052,100
2.857,-2,-1,-1056,100
2.860,1,0,-1063,100
2.862,2,-2,-1048,100
2.865,3,-2,-1054,100
2.868,4,-4,-1055,100
2.870,2,-2,-1054,100
2.873,3,-4,-1052,100
2.875,2,-3,-1051,100
2.878,12,-4,-1058,100
2.881,11,-6,-1055,100
2.883,5,-3,-1059,100
2.886,4,-4,-1050,100
2.889,7,-2,-1052,100
2.891,5,-2,-1057,100
2.894,6,2,-1062,100
2.896,6,-1,-1054,100
2.899,5,0,-1058,100
2.902,8,0,-1052,100
2.904,2,0,-1055,100
2.907,4,0,-1056,100
2.909,4,2,-1060,100
2.912,1,0,-1057,100
2.915,1,-3,-1053,100
2.917,0,-2,-1056,100
2.920,-1,0,-1061,100
