0.001,7,-4,-1057,0
0.003,7,-2,-1056,0
0.005,8,-2,-1050,0
0.008,7,-1,-1051,0
0.010,5,-3,-1060,0
0.013,2,-10,-1050,0
0.016,6,-7,-1049,0
0.018,8,-6,-1052,0
0.021,4,-4,-1052,0
0.024,7,-7,-1049,0
0.026,4,-7,-1048,0
0.029,10,-6,-1048,0
0.031,8,-5,-1053,0
0.034,6,-6,-1055,0
0.037,4,-4,-1060,0
0.039,3,-5,-1054,0
0.042,3,-4,-1047,0
0.045,4,-4,-1058,0
0.047,8,-3,-1055,0
0.050,6,-2,-1056,0
0.052,4,-6,-1046,0
0.055,3,0,-1056,0
0.058,4,-1,-1056,0
0.060,4,-2,-1042,0
0.063,2,-3,-1044,0
0.065,1,-3,-1053,0
0.068,-2,-4,-1056,0
0.071,-1,0,-1052,0
0.073,3,1,-1048,0
0.076,10,2,-1054,0
0.079,3,1,-1053,0
0.081,2,0,-1055,0
0.084,2,-2,-1046,0
0.086,2,0,-1053,0
0.089,4,-2,-1050,0
0.092,0,-2,-1058,0
0.094,4,0,-1062,0
0.097,3,2,-1057,0
0.099,0,0,-1046,0
0.102,2,-1,-1051,0
0.105,2,0,-1055,0
0.107,6,2,-1054,0
0.110,6,0,-1055,0
0.112,6,2,-1057,0
0.115,6,0,-1050,0
0.118,5,3,-1053,0
0.120,2,4,-1055,0
0.123,8,0,-1066,0
0.126,5,1,-1062,0
0.128,6,1,-1061,0
0.131,6,-4,-1056,0
0.133,7,-3,-1052,0
0.136,9,-4,-1055,0
0.139,2,4,-1054,0
0.141,3,2,-1055,0
0.144,3,0,-1052,0
0.147,6,2,-1064,0
0.149,5,0,-1067,0
0.152,3,1,-1060,0
0.154,8,0,-1046,0
0.157,11,-2,-1055,0
0.160,8,-3,-1058,0
0.162,6,-4,-1054,0
0.165,6,-3,-1050,0
0.168,6,-1,-1059,0
0.170,6,-2,-1066,0
0.173,7,-2,-1057,0
0.175,8,-5,-1059,0
0.178,4,-2,-1068,0
0.181,2,-2,-1060,0
0.183,1,-3,-1058,0
0.186,6,0,-1052,0
0.188,3,-4,-1054,0
0.191,7,-4,-1052,0
0.194,4,-4,-1062,0
0.196,3,-2,-1061,0
0.199,1,-1,-1057,0
0.202,4,-6,-1060,0
0.204,3,-6,-1063,0
0.207,1,-6,-1059,0
0.209,4,2,-1056,0
0.212,4,2,-1055,0
0.215,4,0,-1053,0
0.217,4,-4,-1048,0
0.220,3,-3,-1048,0
0.222,2,-2,-1052,0
0.225,14,0,-1054,0
0.228,6,2,-1061,0
0.230,2,3,-1065,0
0.233,2,-4,-1054,0
0.236,3,1,-1052,0
0.238,1,2,-1053,0
0.241,6,4,-1068,0
0.243,7,2,-1062,0
0.246,5,1,-1059,0
0.249,2,0,-1060,0
0.251,3,1,-1049,0
0.254,1,2,-1054,0
0.256,6,4,-1058,0
0.259,6,2,-1059,0
0.262,9,0,-1058,0
0.264,0,-2,-1042,0
0.267,4,0,-1056,0
0.270,6,4,-1056,0
0.272,8,2,-1052,0
0.275,4,2,-1057,0
0.277,3,1,-1056,0
0.280,6,-2,-1068,0
0.283,4,-1,-1063,0
0.285,5,-2,-1060,0
0.288,6,0,-1062,0
0.290,5,-3,-1056,0
0.293,8,-2,-1053,0
