0.000,6,2,-1054,0
0.002,4,2,-1055,0
0.004,10,2,-1046,0
0.007,9,2,-1048,0
0.009,7,1,-1053,0
0.012,6,0,-1054,0
0.015,6,-2,-1051,0
0.017,6,-4,-1048,0
0.020,4,0,-1058,0
0.023,5,-1,-1057,0
0.025,3,-2,-1058,0
0.028,6,-2,-1064,0
0.030,6,-1,-1059,0
0.033,4,-3,-1056,0
0.036,4,-2,-1066,0
0.038,1,-4,-1052,0
0.041,3,-2,-1057,0
0.044,0,-6,-1046,0
0.046,3,-8,-1047,0
0.049,2,-4,-1049,0
0.052,8,0,-1058,0
0.054,8,-2,-1060,0
0.057,6,-5,-1061,0
0.059,6,-6,-1052,0
0.062,6,-3,-1050,0
0.065,6,-4,-1050,0
0.067,2,-6,-1052,0
0.070,4,-3,-1053,0
0.073,2,-2,-1052,0
0.075,0,-4,-1042,0
0.078,1,-1,-1048,0
0.080,0,-3,-1048,0
0.083,4,-4,-1060,0
0.086,5,-3,-1058,0
0.088,2,-3,-1060,0
0.091,0,-2,-1052,0
0.094,2,-3,-1053,0
0.096,4,-1,-1053,0
0.099,6,2,-1048,0
0.102,6,2,-1054,0
0.104,7,1,-1054,0
0.107,6,-4,-1060,0
0.109,6,-2,-1058,0
0.112,8,-1,-1052,0
0.115,8,2,-1064,0
0.117,7,0,-1066,0
0.120,7,1,-1060,0
0.123,6,-6,-1054,0
0.125,7,-3,-1055,0
0.128,11,-4,-1049,0
0.130,8,4,-1056,0
0.133,8,4,-1055,0
0.136,12,4,-1056,0
0.138,14,6,-1044,0
0.141,10,3,-1048,0
0.144,7,1,-1047,0
0.146,0,2,-1048,0
0.149,3,2,-1050,0
0.152,5,2,-1053,0
0.154,8,-2,-1036,0
0.157,7,-2,-1048,0
0.159,5,2,-1051,0
0.162,2,-4,-1048,0
0.165,4,-3,-1042,0
0.167,6,-2,-1046,0
0.170,4,2,-1062,0
0.173,5,-1,-1059,0
0.175,5,-1,-1059,0
0.178,10,-4,-1052,0
0.180,9,-2,-1047,0
0.183,7,-1,-1048,0
0.186,4,2,-1044,0
0.188,4,2,-1050,0
0.191,4,1,-1051,0
0.194,0,-2,-1040,0
0.196,1,0,-1051,0
0.199,1,-1,-1048,0
0.201,-2,-4,-1044,0
0.204,0,-3,-1049,0
0.207,0,-3,-1052,0
0.209,8,-4,-1046,0
0.212,6,-4,-1048,0
0.215,6,-4,-1041,0
0.217,-2,-4,-1058,0
0.220,0,-9,-1054,0
0.223,0,-6,-1052,0
0.225,8,-2,-1062,0
0.228,4,-4,-1063,0
0.230,1,0,-1055,0
0.233,6,-8,-1054,0
0.236,4,-7,-1056,0
0.238,4,-7,-1052,0
0.241,10,-6,-1046,0
0.244,6,-6,-1051,0
0.246,7,-4,-1051,0
0.249,0,-2,-1066,0
0.251,0,-2,-1063,0
0.254,1,-2,-1059,0
0.257,10,0,-1062,0
0.259,6,3,-1055,0
0.262,7,0,-1053,0
0.265,10,0,-1046,0
0.267,6,1,-1049,0
0.270,4,1,-1050,0
0.273,6,2,-1054,0
0.275,6,2,-1058,0
0.278,6,-1,-1062,0
0.280,4,2,-1058,0
0.283,4,1,-1061,0
0.286,4,1,-1053,0
0.288,2,4,-1068,0
0.291,1,4,-1063,0
0.294,2,2,-1057,0
0.296,6,-2,-1042,0
0.299,5,1,-1052,0
0.301,4,1,-1056,0
0.304,14,4,-1048,0
0.307,10,5,-1055,0
0.309,11,4,-1054,0
0.312,10,4,-1056,0
0.315,9,4,-1056,0
0.317,8,1,-1055,0
0.320,8,0,-1052,0
0.322,9,0,-1051,0
0.325,5,-1,-1050,0
0.328,4,-4,-1054,0
0.330,5,-2,-1058,0
0.333,6,-3,-1061,0
0.336,6,-4,-1058,0
0.338,7,-4,-1050,0
0.341,6,-5,-1052,0
0.343,10,-2,-1048,0
0.346,4,-4,-1045,0
0.349,5,-5,-1046,0
0.351,4,-6,-1064,0
0.354,3,-5,-1060,0
0.357,1,-2,-1058,0
0.359,0,-2,-1056,0
0.362,2,-3,-1055,0
0.364,2,-4,-1049,0
0.367,4,0,-1054,0
0.370,5,-3,-1049,0
0.372,5,-4,-1054,0
0.375,6,-2,-1046,0
0.378,7,-1,-1047,0
0.380,8,-5,-1054,0
0.383,0,-6,-1066,0
0.385,0,-5,-1052,0
0.388,-1,-5,-1052,0
0.391,2,-8,-1050,0
0.393,3,-3,-1059,0
0.396,3,-2,-1057,0
0.399,0,-4,-1054,0
0.401,2,-4,-1055,0
0.404,4,-3,-1055,0
0.406,8,-2,-1052,0
0.409,6,2,-1057,0
0.412,8,2,-1055,0
0.414,8,-6,-1054,0
0.417,5,-1,-1053,0
0.420,7,2,-1053,0
0.422,2,-4,-1060,0
0.425,5,-1,-1055,0
0.428,4,-1,-1055,0
0.430,8,4,-1058,0
0.433,9,5,-1054,0
0.435,6,0,-1056,0
0.438,10,4,-1060,0
0.441,7,4,-1061,0
0.443,4,2,-1062,0
0.446,6,4,-1066,0
0.449,5,3,-1063,0
0.451,5,5,-1061,0
0.454,6,0,-1056,0
0.456,2,2,-1061,0
0.459,3,0,-1053,0
0.462,16,0,-1066,0
0.464,13,2,-1058,0
0.467,9,2,-1059,0
0.470,6,-4,-1048,0
0.472,6,-2,-1048,0
0.475,4,-2,-1047,0
0.477,0,0,-1052,0
0.480,5,0,-1047,0
0.483,7,1,-1050,0
0.485,0,-4,-1048,0
0.488,-1,-2,-1048,0
0.491,3,-1,-1054,0
0.493,4,-2,-1046,0
0.496,5,-6,-1041,0
0.499,6,-4,-1048,0
0.501,4,0,-1054,0
0.504,4,-3,-1051,0
0.506,4,-5,-1051,0
0.509,8,-6,-1050,0
0.512,5,-6,-1054,0
0.514,4,-3,-1052,0
0.517,8,-4,-1052,0
0.520,3,-6,-1050,0
0.522,0,-6,-1050,0
0.525,4,-2,-1052,0
0.527,4,-3,-1050,0
0.530,2,-3,-1052,0
0.533,0,-4,-1042,0
0.535,0,-3,-1046,0
0.538,3,-4,-1053,0
0.541,8,2,-1054,0
0.543,5,1,-1058,0
0.546,6,-2,-1049,0
0.548,6,0,-1054,0
0.551,4,-3,-1053,0
0.554,7,-3,-1047,0
0.556,4,0,-1052,0
0.559,3,-2,-1055,0
0.562,1,-3,-1051,0
0.564,6,2,-1058,0
0.567,11,3,-1059,0
0.570,9,3,-1060,0
0.572,0,0,-1054,0
0.575,-2,2,-1054,0
0.577,1,3,-1051,0
0.580,10,4,-1048,0
0.583,8,3,-1053,0
0.585,6,-1,-1053,0
0.588,4,0,-1060,0
0.591,5,0,-1056,0
0.593,7,-1,-1049,0
0.596,6,2,-1056,0
0.598,6,-1,-1050,0
0.601,4,-2,-1051,0
0.604,6,-2,-1058,0
0.606,9,0,-1060,0
0.609,8,-1,-1056,0
0.612,4,4,-1058,0
0.614,5,1,-1059,0
0.617,3,2,-1058,0
0.619,8,-2,-1054,0
0.622,6,-2,-1054,0
0.625,8,-3,-1057,0
0.627,4,0,-1052,0
0.630,8,-4,-1053,0
0.633,2,-6,-1048,0
0.635,6,0,-1058,0
0.638,4,-3,-1056,0
0.640,3,-3,-1053,0
0.643,4,4,-1056,0
0.646,4,1,-1059,0
0.648,1,-1,-1052,0
0.651,6,-2,-1054,0
0.654,9,-5,-1053,0
0.656,8,-4,-1050,0
0.659,0,-2,-1054,0
0.662,0,-3,-1046,0
0.664,-3,-6,-1049,0
0.667,0,-2,-1048,0
0.669,4,-2,-1049,0
0.672,3,0,-1057,0
0.675,12,-2,-1054,0
0.677,6,-2,-1051,0
0.680,3,-2,-1056,0
0.683,14,-8,-1046,0
0.685,11,-5,-1049,0
0.688,6,-3,-1052,0
0.690,6,2,-1044,0
0.693,3,-4,-1041,0
0.696,3,-3,-1047,0
0.698,0,-4,-1052,0
0.701,3,-1,-1058,0
0.704,0,-1,-1058,0
0.706,0,0,-1056,0
0.709,3,-3,-1056,0
0.711,2,-3,-1058,0
0.714,8,0,-1056,0
0.717,10,2,-1053,0
0.719,7,1,-1052,0
0.722,4,-2,-1056,0
0.725,5,-1,-1053,0
0.727,3,2,-1056,0
0.730,10,-2,-1050,0
0.733,7,-1,-1053,0
0.735,6,0,-1054,0
0.738,2,4,-1056,0
0.740,4,2,-1057,0
0.743,7,1,-1056,0
0.746,6,4,-1056,0
0.748,7,2,-1048,0
0.751,7,3,-1050,0
0.754,2,6,-1056,0
0.756,2,4,-1062,0
0.759,1,1,-1055,0
0.761,8,2,-1054,0
