0.000,16,0,-1056,0
0.028,16,0,-1056,0
0.132,16,0,-1040,0
0.235,16,0,-1040,0
0.339,16,0,-1040,0
0.442,16,0,-1024,0
0.546,16,16,-1040,0
0.649,16,16,-1040,0
0.753,-32,64,-1104,0
0.856,-32,16,-1088,0
0.960,-16,-48,-1136,0
1.063,16,368,224,0
1.167,48,144,-656,0
1.270,16,112,-768,0
1.374,48,-16,-1120,0
1.477,32,0,-1008,0
1.581,32,-16,-1008,0
1.684,32,0,-1040,0
1.788,32,0,-1040,0
1.891,16,16,-1056,0
1.995,16,0,-1056,0
2.098,16,16,-1056,0
2.202,16,32,-1072,0
2.305,96,64,-1376,0
2.409,80,96,-624,0
2.512,112,-144,-1328,0
2.616,0,320,752,0
2.719,160,-144,-648,0
2.721,239,-377,-1344,100
2.723,286,-564,-2040,100
2.726,272,-546,-2040,100
2.729,246,-522,-2040,100
2.731,174,-456,-2040,100
2.734,160,-434,-2040,100
2.736,133,-389,-2040,100
2.739,76,-292,-1986,100
2.742,64,-265,-1916,100
2.744,46,-223,-1808,100
2.747,18,-138,-1566,100
2.750,4,-116,-1492,100
2.752,-7,-85,-1386,100
2.755,-46,-14,-1162,100
2.757,-58,-3,-1085,100
2.760,-79,23,-980,100
2.763,-122,78,-732,100
2.765,-138,96,-657,100
2.768,-167,117,-548,100
2.770,-224,182,-268,100
2.773,-244,209,-198,100
2.776,-280,255,-95,100
2.778,-352,406,144,100
2.781,-370,457,208,100
2.784,-387,534,307,100
2.786,-412,710,516,100
2.789,-418,742,587,100
2.791,-421,780,667,100
2.794,-406,868,870,100
2.797,-394,875,918,100
2.799,-374,871,1000,100
2.802,-318,858,1160,100
2.805,-302,839,1205,100
2.807,-277,819,1257,100
2.810,-236,756,1384,100
2.812,-225,734,1399,100
2.815,-216,695,1421,100
2.818,-200,578,1426,100
2.820,-202,534,1419,100
2.823,-201,469,1406,100
2.826,-186,328,1310,100
2.828,-174,303,1270,100
2.831,-160,264,1195,100
2.833,-116,192,986,100
2.836,-99,186,888,100
2.839,-75,178,741,100
2.841,-16,158,366,100
2.844,2,165,243,100
2.846,24,157,49,100
2.849,86,128,-398,100
2.852,103,99,-517,100
2.854,131,53,-686,100
2.857,200,-66,-1056,100
2.860,195,-134,-1158,100
2.862,206,-202,-1299,100
2.865,254,-366,-1632,100
2.867,263,-401,-1726,100
2.870,277,-464,-1855,100
2.873,294,-628,-2040,100
2.875,269,-621,-2040,100
2.878,191,-585,-2040,100
2.880,28,-580,-2040,100
2.883,14,-655,-2040,100
2.886,8,-807,-2040,100
2.888,60,-1180,-2040,100
2.891,95,-1237,-2040,100
2.894,164,-1298,-2040,100
2.896,338,-1270,-2040,100
2.899,347,-1243,-2040,100
2.901,341,-1250,-2040,100
2.904,326,-1276,-2040,100
2.907,330,-1267,-2040,100
2.909,345,-1233,-2040,100
2.912,386,-1144,-2040,100
2.915,388,-1127,-2040,100
2.917,385,-1098,-2040,100
2.920,350,-1062,-2040,100
2.922,327,-1056,-2040,100
2.925,286,-1033,-2040,100
2.928,180,-958,-2040,100
2.930,152,-918,-2040,100
2.933,111,-845,-1975,100
2.936,20,-660,-1688,100
2.938,-3,-596,-1584,100
2.941,-40,-496,-1446,100
2.943,-128,-232,-1110,100
2.946,-153,-149,-1010,100
2.949,-208,-44,-881,100
2.951,-308,244,-584,100
2.954,-319,343,-509,100
2.957,-342,492,-383,100
2.959,-386,820,-88,100
2.962,-399,899,-11,100
2.964,-410,1002,92,100
2.967,-410,1216,352,100
2.970,-399,1253,426,100
2.972,-383,1296,520,100
2.975,-364,1368,748,100
2.977,-360,1373,801,100
2.980,-366,1378,885,100
2.983,-368,1364,1054,100
2.985,-371,1343,1084,100
2.988,-372,1303,1138,100
2.991,-350,1184,1220,100
2.993,-338,1125,1223,100
2.996,-318,1039,1223,100
2.998,-264,822,1192,100
3.001,-244,752,1175,100
3.004,-214,650,1131,100
3.006,-136,430,1020,100
3.009,-114,375,970,100
3.011,-79,310,888,100
3.014,-8,176,660,100
3.017,8,134,572,100
3.019,24,72,433,100
3.022,72,-94,114,100
3.025,89,-148,13,100
3.027,116,-234,-141,100
3.030,174,-418,-486,100
3.032,189,-468,-574,100
3.035,210,-538,-701,100
3.038,268,-698,-1014,100
3.040,283,-741,-1089,100
3.043,301,-802,-1195,100
3.046,318,-930,-1476,100
3.048,319,-957,-1549,100
3.051,307,-998,-1650,100
3.053,276,-1068,-1898,100
3.056,225,-1051,-1943,100
3.059,104,-942,-1981,100
3.061,-162,-714,-2040,100
3.064,-172,-746,-2040,100
3.066,-137,-830,-2040,100
3.069,20,-1058,-2040,100
3.072,87,-1095,-2040,100
3.074,169,-1092,-2040,100
3.077,308,-944,-2040,100
3.080,328,-854,-2040,100
3.082,348,-749,-2040,100
3.085,356,-636,-2040,100
3.087,353,-672,-2040,100
3.090,341,-742,-2040,100
3.093,282,-884,-2040,100
3.095,252,-885,-2040,100
3.098,206,-857,-2040,100
3.100,108,-710,-2040,100
3.103,87,-632,-2020,100
3.106,71,-509,-1953,100
3.108,8,-256,-1736,100
3.111,9,-157,-1679,100
3.114,4,-34,-1601,100
3.116,14,264,-1406,100
3.119,4,327,-1344,100
3.121,6,433,-1247,100
3.124,-6,656,-1030,100
3.127,-7,722,-962,100
3.129,-13,788,-869,100
3.132,-10,928,-648,100
3.134,-19,947,-585,100
3.137,-25,965,-504,100
3.140,-32,956,-298,100
3.142,-30,950,-248,100
3.145,-34,920,-182,100
3.148,-38,838,-24,100
3.150,-40,807,13,100
3.153,-42,756,65,100
3.155,-50,626,172,100
3.158,-49,585,198,100
3.161,-50,522,223,100
3.163,-40,382,282,100
3.166,-35,344,283,100
3.169,-27,288,290,100
3.171,-4,180,286,100
3.174,1,166,278,100
3.176,5,147,249,100
3.179,12,116,180,100
3.182,23,113,146,100
3.184,24,107,93,100
3.187,30,78,-24,100
3.189,25,66,-63,100
3.192,16,48,-134,100
3.195,0,10,-280,100
3.197,-4,-1,-332,100
3.200,-5,-12,-396,100
3.203,-4,-32,-560,100
3.205,2,-37,-608,100
3.208,10,-42,-680,100
3.210,46,-58,-828,100
3.213,54,-66,-870,100
3.216,72,-81,-931,100
