0.001,3,-2,-1062,0
0.002,5,-1,-1060,0
0.004,2,0,-1058,0
0.007,3,2,-1051,0
0.010,0,1,-1050,0
0.012,4,0,-1060,0
0.015,3,-1,-1053,0
0.017,1,1,-1057,0
0.020,2,-6,-1052,0
0.023,4,-5,-1052,0
0.024,1,-6,-1052,0
0.028,4,-2,-1056,0
0.030,4,-3,-1057,0
0.033,4,-4,-1058,0
0.036,8,-4,-1044,0
0.038,8,-2,-1049,0
0.042,6,-2,-1058,0
0.044,14,0,-1044,0
0.046,8,0,-1051,0
0.049,7,1,-1052,0
0.052,2,-2,-1050,0
0.054,3,-4,-1049,0
0.057,6,-3,-1054,0
0.059,6,-6,-1048,0
0.062,7,-6,-1048,0
0.065,5,-6,-1051,0
0.067,6,0,-1040,0
0.070,9,-2,-1050,0
0.073,7,-2,-1049,0
0.075,8,-2,-1052,0
0.078,10,-3,-1048,0
0.080,9,-3,-1049,0
0.083,6,-4,-1046,0
0.086,7,-2,-1049,0
0.088,8,-2,-1052,0
0.091,14,-2,-1062,0
0.094,11,-2,-1066,0
0.096,8,-2,-1060,0
0.099,10,8,-1060,0
0.102,8,2,-1055,0
0.104,8,0,-1054,0
0.107,6,-4,-1054,0
0.109,5,-2,-1048,0
0.112,5,-2,-1055,0
0.115,8,2,-1062,0
0.117,5,0,-1055,0
0.120,3,1,-1060,0
0.123,-4,0,-1046,0
0.125,-1,-1,-1050,0
0.128,0,1,-1053,0
0.130,2,-2,-1064,0
0.133,3,1,-1058,0
0.136,-1,2,-1060,0
0.138,4,2,-1056,0
0.141,6,3,-1059,0
0.144,3,2,-1054,0
0.146,6,0,-1074,0
0.149,3,0,-1069,0
0.151,3,0,-1069,0
0.154,-2,-2,-1044,0
0.157,4,-1,-1048,0
0.159,4,-3,-1050,0
0.162,-2,6,-1056,0
0.165,-2,2,-1056,0
0.167,1,0,-1051,0
0.170,10,0,-1048,0
0.172,9,0,-1052,0
0.175,9,-3,-1052,0
